job_name,mean_salary,min_salary,max_salary,first_grad,second_grad,third_grad,fourth_grad,fiveth_grad,first_department,second_department,third_department,fourth_department,fiveth_department,first_school,second_school,third_school,fourth_school,fiveth_school,first_skill,second_skill,third_skill,fourth_skill,fiveth_skill,number_of_entries ,job_advertisement,total_participants,male_percentage,female_percentage
Tıbbi Sekreterlik,2310,2020,2650,Tıbbi Dokümantasyon ve Sekreterlik (MYO),İşletme,Büro Yönetimi ve Yönetici Asistanlığı (MYO),Büro Yönetimi ve Sekreterlik (MYO),Sağlık Kurumları İşletmeciliği,Sağlık,Hizmet,Sigortacılık,Danışmanlık,Tekstil,Anadolu Üniversitesi,Süleyman Demirel Üniversitesi,Kocaeli Üniversitesi,Dokuz Eylül Üniversitesi,Manisa Celal Bayar Üniversitesi,İşçi Sağlığı ve İş Güvenliği,0,0,0,0,51,0,7501,15,85
Tıbbi Tanıtım Sorumlusu,4270,2650,5880,İşletme,Biyoloji,İktisat,Kimya,Kamu Yönetimi,Sağlık,Hizmet,Kimya,Sigortacılık,Danışmanlık,Anadolu Üniversitesi,Selçuk Üniversitesi,Çukurova Üniversitesi,Atatürk Üniversitesi,Ege Üniversitesi,Muhasebe,Pazarlama Stratejisi,Saha Satış,Satış Yönetimi,0,47,134,2507,73,27
Tıbbi Tanıtım Temsilcisi,4050,2530,5560,İşletme,İktisat,Biyoloji,Kamu Yönetimi,Kimya,Sağlık,Hizmet,Sigortacılık,Kimya,Finans - Ekonomi,Anadolu Üniversitesi,Selçuk Üniversitesi,Karadeniz Teknik Üniversitesi (KTÜ),Atatürk Üniversitesi,Dumlupınar Üniversitesi,Pazarlama Stratejisi,Satış Yönetimi,0,0,0,94,112,1444,69,31
Tıbbi Tekniker,0,0,0,Tıbbi Laboratuvar (MYO),Tıbbi Laboratuvar Teknikeri,Tıbbi Görüntüleme Teknikleri,Biyomedikal Cihaz Teknolojisi (MYO),Kimya,Sağlık,Hizmet,Sigortacılık,Tarım / Ziraat,Otomotiv,Nişantaşı Üniversitesi,Anadolu Üniversitesi,Kocaeli Üniversitesi,İstanbul Yeni Yüzyıl Üniversitesi,Cumhuriyet Üniversitesi,Kan Alma,Mikrobiyoloji,0,0,0,0,2,417,36,64
Tıbbi Teknolog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tıbbi Tercüman,4730,2200,8510,Bilgi ve Belge Yönetimi,Tıp,Mütercim-Tercümanlık (İngilizce),İngiliz Dili ve Edebiyatı,Fransız Dili ve Edebiyatı,Sağlık,Hizmet,Danışmanlık,Turizm,Bilişim,İstanbul Üniversitesi (İÜ),Hacettepe Üniversitesi,Gazi Üniversitesi,Anadolu Üniversitesi,Marmara Üniversitesi,Analiz Yöntemleri,Dış Ticaret,Muhasebe,Müşteri Hizmetleri Operasyon Yönetimi,Problem Solving,7,1,267,41,59
Tıp Doktoru / Hekim,0,0,0,Tıp,Diş Hekimliği,Ağız ve Diş Sağlığı (MYO),Biyoloji,Cerrahi Tıp Bilimleri,Sağlık,Hizmet,Sigortacılık,Eğitim,Çevre,İstanbul Üniversitesi (İÜ),Ege Üniversitesi,Ankara Üniversitesi,Uludağ Üniversitesi,Trakya Üniversitesi,Microsoft Office,İşçi Sağlığı ve İş Güvenliği,Ticaret,Amatör Fotoğrafçılık,Personel Maliyet,0,1,2389,63,37
Tır Şoförü,3970,2020,5990,İşletme,Otomotiv (MYO),Muhasebe (MYO),Kamu Yönetimi,Makine (MYO),Taşımacılık,Yapı,Gıda,Maden ve Metal Sanayi,Denizcilik,Anadolu Üniversitesi,Kocaeli Üniversitesi,Trakya Üniversitesi,Sakarya Üniversitesi,Atatürk Üniversitesi,Forklift Operatörü,Psikoteknik,Src 2,Src 4,SRC2,138,26,6183,90,10
Ticari Genel Müdür Yardımcısı / CCO,18330,15000,22660,İşletme,Ekonomi,Uluslararası İlişkiler,Kamu Yönetimi,Elektronik ve Haberleşme Müh.,Otomotiv,Maden ve Metal Sanayi,Gıda,Telekomünikasyon,Kimya,İstanbul Üniversitesi (İÜ),İstanbul Teknik Üniversitesi (İTÜ),Boğaziçi Üniversitesi,Yıldız Teknik Üniversitesi (YTÜ),Orta Doğu Teknik Üniversitesi (ODTÜ),Adobe Dreamweaver,Adobe Photoshop,Dış Ticaret,Finans,Finansal Risk Yönetimi,4,0,63,89,11
Ticari Pazarlama Müdürü,10670,5000,16360,İşletme,Ekonomi,Endüstri Mühendisliği,İşletme (İngilizce),İktisat,Hızlı Tüketim Malları,Gıda,Telekomünikasyon,Kimya,Perakende,İstanbul Üniversitesi (İÜ),Boğaziçi Üniversitesi,Marmara Üniversitesi,Orta Doğu Teknik Üniversitesi (ODTÜ),İstanbul Teknik Üniversitesi (İTÜ),Bütçe planlama ve raporlama,Marka Yönetimi,Pazarlama Stratejisi,Proje Yönetimi,SAP,20,7,301,58,42
Ticari Pazarlama Uzmanı,5410,2760,8210,İşletme,İktisat,Endüstri Mühendisliği,İşletme (İngilizce),Uluslararası İlişkiler,Finans - Ekonomi,Hızlı Tüketim Malları,Gıda,Telekomünikasyon,Kimya,Anadolu Üniversitesi,Marmara Üniversitesi,İstanbul Üniversitesi (İÜ),İstanbul Teknik Üniversitesi (İTÜ),Kocaeli Üniversitesi,Bankacılık/Finans,CRM,Dijital Pazarlama,E -ticaret,Fiyat Analizleri,21,19,539,58,42
Ticari Pazarlama Yöneticisi,7850,4230,11460,İşletme,İktisat,Endüstri Mühendisliği,İşletme (İngilizce),Uluslararası İlişkiler,Finans - Ekonomi,Hızlı Tüketim Malları,Gıda,Kimya,Telekomünikasyon,İstanbul Üniversitesi (İÜ),Anadolu Üniversitesi,Marmara Üniversitesi,Dokuz Eylül Üniversitesi,Orta Doğu Teknik Üniversitesi (ODTÜ),Bankacılık/Finans,Bütçe planlama ve raporlama,Dış Ticaret,Finans,Finansal Analiz,23,13,516,58,42
TOEFL / IELTS Öğretmeni,0,0,0,İngiliz Dili ve Edebiyatı,İngiliz Dili Eğitimi,Mütercim-Tercümanlık (İngilizce),Endüstri Mühendisliği,Amerikan Kültürü ve Edebiyatı,Eğitim,Bilişim,Danışmanlık,Hizmet,Eğlence - Kültür - Sanat,İstanbul Üniversitesi (İÜ),Selçuk Üniversitesi,Boğaziçi Üniversitesi,Çanakkale 18 Mart Üniversitesi,Ege Üniversitesi,C++,Pazarlama Stratejisi,0,0,0,0,0,53,48,52
Toksikolog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonmaister,4890,4000,7200,İşletme,Elektrik (MYO),Müzik Teknolojisi,Makine Mühendisliği,Sosyoloji,Eğlence - Kültür - Sanat,Elektrik & Elektronik,Medya,Hizmet,Basım - Yayın,Anadolu Üniversitesi,Kocaeli Üniversitesi,Gazi Üniversitesi,Marmara Üniversitesi,İstanbul Üniversitesi (İÜ),Bilgisayar Donanımları,Elektrik/Elektronik,0,0,0,3,0,221,90,11
Topoğraf,5340,3150,7530,Harita Kadastro (MYO),İşletme,İnşaat (MYO),Kamu Yönetimi,Harita Mühendisliği,Yapı,Elektrik & Elektronik,Hizmet,Enerji,Maden ve Metal Sanayi,Anadolu Üniversitesi,Selçuk Üniversitesi,Süleyman Demirel Üniversitesi,Atatürk Üniversitesi,Karadeniz Teknik Üniversitesi (KTÜ),AutoCAD,GPS,Konut şantiyesi,Metraj,NETCAD,128,34,4139,95,5
Trafik Müşaviri,0,0,0,İşletme,İktisat,Bilgisayar Programcılığı,Büro Yönetimi ve Yönetici Asistanlığı (MYO),Muhasebe (MYO),Otomotiv,Sigortacılık,Hizmet,Ticaret,Yapı,Kocaeli Üniversitesi,Anadolu Üniversitesi,İstanbul Aydın Üniversitesi,Trakya Üniversitesi,Sakarya Üniversitesi,Adobe Photoshop,MySQL,Photoshop,Seslendirme,0,0,0,99,73,27
Tren Sürücüsü / Vatman,5170,4540,6080,Endüstriyel Elektronik (MYO),Otomotiv (MYO),Bilgisayar Teknolojisi ve Programlama (MYO),Elektrik (MYO),Raylı Sistemler İşletmeciliği (MYO),Taşımacılık,Hizmet,Otomotiv,Bilişim,Telekomünikasyon,Anadolu Üniversitesi,Süleyman Demirel Üniversitesi,Ege Üniversitesi,Selçuk Üniversitesi,Manisa Celal Bayar Üniversitesi,Adobe Photoshop,AutoCAD,CorelDraw,Elektrik/Elektronik,Forklift Ehliyeti,3,0,158,86,14
Tur Operatörü,3470,2020,5320,İşletme,Turizm ve Otel İşletmeciliği (MYO),Turist Rehberliği,Turizm İşletmeciliği,Turizm ve Seyahat İşletmeciliği (MYO),Turizm,Eğlence - Kültür - Sanat,Eğitim,Hizmet,Danışmanlık,Anadolu Üniversitesi,Selçuk Üniversitesi,İstanbul Üniversitesi (İÜ),Gazi Üniversitesi,Hacettepe Üniversitesi,Adobe Photoshop,Bilgisayar Destekli Tasarım Araçları,Halkla İlişkiler,0,0,11,0,484,53,46
Tur Rehberi,4040,2500,6330,Turist Rehberliği,Turizm Rehberliği (MYO),Seyahat İşletmeciliği ve Turizm Rehberliği,İşletme,Turizm ve Seyahat İşletmeciliği (MYO),Turizm,Eğlence - Kültür - Sanat,Eğitim,Hizmet,Bilişim,Selçuk Üniversitesi,Anadolu Üniversitesi,Ege Üniversitesi,İstanbul Üniversitesi (İÜ),Ankara Üniversitesi,Adobe Photoshop,Photoshop,Rehberlik,0,0,19,6,2739,63,37
Turquality Uzmanı,4710,2370,7070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Tüp Bebek Hemşiresi,3290,2690,3890,Ebelik,Hemşirelik ve Sağlık Hizmetleri,Hemşirelik (MYO),Hemşirelik,Tıbbi Laboratuvar (MYO),0,0,0,0,0,Anadolu Üniversitesi,Ege Üniversitesi,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Manisa Celal Bayar Üniversitesi,Bilgisayar,Microsoft Office,Güler Yüzlü,El Çabukluğu,Yüzme,9,0,0,0,0
Türk Dili ve Edebiyatı Öğretmeni,2950,2060,3850,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı Öğretmenliği,Çağdaş Türk Lehçeleri ve Edebiyatları,Türkçe Öğretmenliği,Edebiyat,Eğitim,Danışmanlık,Tekstil,Basım - Yayın,Gıda,Anadolu Üniversitesi,Gazi Üniversitesi,Trakya Üniversitesi,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Tiyatro,Müzik,Microsoft Office,Resim,Microsoft Office Word,218,209,11752,29,71
Türkçe Öğretmeni,3030,2200,3870,Türk Dili ve Edebiyatı,Türkçe Öğretmenliği,Türk Dili ve Edebiyatı Öğretmenliği,Çağdaş Türk Lehçeleri ve Edebiyatları,Edebiyat,Eğitim,Danışmanlık,Topluluklar,Hizmet,Tekstil,Anadolu Üniversitesi,Gazi Üniversitesi,Sakarya Üniversitesi,İstanbul Üniversitesi (İÜ),Doğu Akdeniz Üniversitesi,Tiyatro,Müzik,Microsoft Office,Resim,Bilgisayar,252,219,14720,26,74
Tütün Eksperi,5970,3000,10770,Tütün Mühendisliği,Tütün Eksperliği,İşletme (İngilizce),Tütün Yetiştiriciliği ve İşlemeciliği (MYO),Ziraat Mühendisliği,Tarım / Ziraat,Ticaret,Bilişim,Ev Eşyaları,Medya,Manisa Celal Bayar Üniversitesi,İstanbul Üniversitesi (İÜ),Çanakkale 18 Mart Üniversitesi,Yaşar  Üniversitesi,İzmir Ekonomi Üniversitesi,Depo Operasyon,İstatistiksel analiz,0,0,0,6,0,84,77,23
Uçak Bakım Mühendisi,6560,2940,10190,Uçak Mühendisliği,Makine Mühendisliği,Havacılık ve Uzay Mühendisliği,Havacılık Elektrik ve Elektroniği,Uçak Elektrik/Elektroniği,Havacılık,Üretim / Endüstriyel Ürünler,Otomotiv,Ev Eşyaları,Taşımacılık,İstanbul Teknik Üniversitesi (İTÜ),Anadolu Üniversitesi,Erciyes Üniversitesi,Hava Harp Okulu,Ege Üniversitesi,Ansys,AutoCAD,Bakım Planlama,CATIA,Catia V5,35,0,223,88,12
Uçak Bakım Şefi,5250,2500,10050,Havacılık Elektrik ve Elektroniği,Kamu Yönetimi,İşletme,Uçak Gövde,Uçak Motor,Havacılık,Otomotiv,Telekomünikasyon,Taşımacılık,Üretim / Endüstriyel Ürünler,Anadolu Üniversitesi,Hava Astsubay Meslek Yüksek Okulu,Ege Üniversitesi,Fatih Üniversitesi,İstanbul Teknik Üniversitesi (İTÜ),Bakım Planlama,BÜRO YÖNETİMİ VE SEKRETERLİK,MEKANİK MONTAJ,Toplam Kalite Yönetimi,0,5,0,82,90,10
Uçak Bakım Teknisyeni,6800,2020,11630,Uçak Teknolojisi,Uçak Elektrik/Elektroniği,İşletme,Uçak Gövde,Uçak Motor,Havacılık,Taşımacılık,Otomotiv,Üretim / Endüstriyel Ürünler,Elektrik & Elektronik,Anadolu Üniversitesi,Kocaeli Üniversitesi,Erciyes Üniversitesi,Hava Astsubay Meslek Yüksek Okulu,Kapadokya Meslek Yüksekokulu,AutoCAD,Bakım Planlama,Elektrik/Elektronik,Mekanik Bakım,SOLIDWORKS,138,2,2471,94,7
Uçak Emniyet Şefi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uçak Mühendisi,7190,3420,10950,Uçak Mühendisliği,Havacılık ve Uzay Mühendisliği,Uzay Mühendisliği,Makine Mühendisliği,Uçak ve Uzay Mühendisliğ,Havacılık,Üretim / Endüstriyel Ürünler,Taşımacılık,Hizmet,Bilişim,İstanbul Teknik Üniversitesi (İTÜ),Orta Doğu Teknik Üniversitesi (ODTÜ),Hava Harp Okulu,Türk Hava Kurumu Üniversitesi,Yıldız Teknik Üniversitesi (YTÜ),Ansys,Ansys Fluent,Ansys Workbench,AutoCAD,Autodesk,29,0,226,85,15
Uçak Sistem Mühendisi,9030,6700,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Uçak Teknisyeni,5110,2250,9020,Uçak Teknolojisi,Uçak Elektrik/Elektroniği,Uçak Motor,Havacılık Elektrik ve Elektroniği,İşletme,Havacılık,Taşımacılık,Otomotiv,Üretim / Endüstriyel Ürünler,Eğitim,Anadolu Üniversitesi,Kocaeli Üniversitesi,Erciyes Üniversitesi,Kapadokya Meslek Yüksekokulu,Erciyes Sivil Havacılık M.Y.O.,AutoCAD,Elektrik/Elektronik,SAP/MM,SOLIDWORKS,0,38,2,1210,94,6
Uçuş Mühendisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulaştırma Mühendisi,0,0,0,İnşaat Mühendisliği,Ulaştırma Mühendisliği,Endüstri Mühendisliği,Harita Mühendisliği,Şehir Planlama,Hizmet,Yapı,Taşımacılık,Çevre,Telekomünikasyon,Yalova Üniversitesi,Karabük Üniversitesi,İstanbul Teknik Üniversitesi (İTÜ),Dokuz Eylül Üniversitesi,Yıldız Teknik Üniversitesi (YTÜ),ArcGIS,AutoCAD,Autocad Civil 3D,C++,Java,0,0,71,67,33
Uluslararası Eğitim Programları Müdürü,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uluslararası Eğitim Programları Uzmanı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uluslararası İlişkiler Uzmanı,3860,2500,5440,Uluslararası İlişkiler,Siyaset Bilimi ve Uluslararası İlişkiler,İngiliz Dili ve Edebiyatı,İşletme (İngilizce),İşletme,Eğitim,Hizmet,Topluluklar,Sağlık,Finans - Ekonomi,İhsan Doğramacı Bilkent Üniversitesi,İstanbul Üniversitesi (İÜ),Orta Doğu Teknik Üniversitesi (ODTÜ),Ankara Üniversitesi,İstanbul Kültür Üniversitesi,Adobe Photoshop,Bankacılık/Finans,Finansal Analiz,Finansal planlama/kontrol,Finansal Risk Yönetimi,6,1,261,44,56
Uluslararası Pazarlama Yöneticisi,4980,2900,7080,İşletme,İşletme (İngilizce),Uluslararası İlişkiler,Endüstri Mühendisliği,İktisat,Tekstil,Sağlık,Turizm,Hizmet,Kimya,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Boğaziçi Üniversitesi,İstanbul Bilgi Üniversitesi,Yeditepe Üniversitesi,Adobe Illustrator,Depo Ve Lojistik Yönetimi,Dış Ticaret,Dijital Pazarlama,Finansal planlama/kontrol,7,1,172,45,55
Uygulama Geliştirme Uzmanı,5520,3090,7960,Bilgisayar Mühendisliği,Bilgisayar Teknolojisi ve Programlama (MYO),Matematik Mühendisliği,Bilgisayar ve Öğretim Teknolojileri Öğr.,Matematik,Bilişim,Finans - Ekonomi,Telekomünikasyon,Otomotiv,Üretim / Endüstriyel Ürünler,Hacettepe Üniversitesi,İstanbul Üniversitesi (İÜ),Sakarya Üniversitesi,Kocaeli Üniversitesi,İstanbul Teknik Üniversitesi (İTÜ),ASP.NET,ASP.NET Web Api,C#,CSS,Entity Framework,22,131,351,72,28
Uyku Teknisyeni,2580,2300,3040,Elektronörofizyoloji (MYO),Biyomedikal Cihaz Teknolojisi (MYO),Biyoloji,Sağlık Kurumları İşletmeciliği,Tıbbi Dokümantasyon ve Sekreterlik (MYO),Sağlık,Hizmet,Sigortacılık,Reklam ve Tanıtım,Gıda,Üsküdar Üniversitesi,Anadolu Üniversitesi,İstanbul Medipol Üniversitesi,Erciyes Üniversitesi,İstanbul Bilgi Üniversitesi,Elektrik/Elektronik,İşçi Sağlığı ve İş Güvenliği,0,0,0,4,0,233,42,58
Uzman Çavuş,5670,3420,7930,İşletme,Kamu Yönetimi,Elektrik (MYO),Bilgisayar Teknolojisi ve Programlama (MYO),Otomotiv (MYO),Güvenlik,Üretim / Endüstriyel Ürünler,Hizmet,Taşımacılık,Bilişim,Anadolu Üniversitesi,Atatürk Üniversitesi,Selçuk Üniversitesi,Süleyman Demirel Üniversitesi,Mustafa Kemal Üniversitesi,Elektrik/Elektronik,ÖZEL GÜVENLİK,Silahlı Özel Güvenlik,0,0,45,1,4439,92,8
Uzman Diyetisyen,3560,2650,4460,Beslenme ve Diyetetik,Gıda Teknolojisi (MYO),Gıda Teknolojisi,Hemşirelik ve Sağlık Hizmetleri,Gıda Kalite Kontrolü ve Analizi,Sağlık,Hizmet,Gıda,Sigortacılık,Eğitim,Hacettepe Üniversitesi,Başkent Üniversitesi,Haliç Üniversitesi,Yeditepe Üniversitesi,Erciyes Üniversitesi,Depo Ve Stok Yönetimi,Gıda Mevzuatı,ISO 22000 Gıda Güvenliği HACCP,İşçi Sağlığı ve İş Güvenliği,Mali işler,22,21,251,12,88
Uzman Doktor,0,0,0,Tıp,Diş Hekimliği,Fizik Tedavi ve Rehabilitasyon,Radyoloji (MYO),Sağlık Eğitimi,Sağlık,Hizmet,Sigortacılık,Finans - Ekonomi,Çevre,İstanbul Üniversitesi (İÜ),Hacettepe Üniversitesi,Ankara Üniversitesi,Ege Üniversitesi,Uludağ Üniversitesi,Ticaret,Müzik,Microsoft Office,Microsoft Office Excel,SPSS,0,0,3595,58,42
Uzman Psikolog,5050,3760,6330,Psikoloji,Rehberlik ve Psikolojik Danışmanlık,Klinik Psikoloji,Sosyoloji,Türk Dili ve Edebiyatı,Sağlık,Eğitim,Danışmanlık,Hizmet,Topluluklar,İstanbul Ticaret Üniversitesi,Haliç Üniversitesi,İstanbul Bilgi Üniversitesi,İstanbul Üniversitesi (İÜ),Yeditepe Üniversitesi,SPSS,0,0,0,0,26,22,269,13,87
Uzman Yardımcısı,0,0,0,İşletme,İktisat,Uluslararası İlişkiler,Maliye,Endüstri Mühendisliği,Finans - Ekonomi,Sigortacılık,Hizmet,Telekomünikasyon,Bilişim,Anadolu Üniversitesi,İstanbul Üniversitesi (İÜ),Marmara Üniversitesi,Gazi Üniversitesi,Orta Doğu Teknik Üniversitesi (ODTÜ),Ticaret,•	Deadline And Target Driven,Salary Review,Documantery Programme,Personel Maliyet,0,1,4656,49,51
Uzun Dönem Stajyer,0,0,0,Endüstri Mühendisliği,Makine Mühendisliği,Elektrik/Elektronik Mühendisliği,İşletme,İşletme (İngilizce),Otomotiv,Finans - Ekonomi,Bilişim,Hizmet,Üretim / Endüstriyel Ürünler,İstanbul Teknik Üniversitesi (İTÜ),Yıldız Teknik Üniversitesi (YTÜ),Marmara Üniversitesi,İstanbul Üniversitesi (İÜ),Kocaeli Üniversitesi,Microsoft Office,AutoCAD,SOLIDWORKS,MATLAB,MS Excel,0,11,2288,47,53
Ücretli Öğretmen,2080,2020,2240,İşletme,Türk Dili ve Edebiyatı,Sosyal Bilgiler Öğretmenliği,Tarih,Kamu Yönetimi,Eğitim,Hizmet,Danışmanlık,Bilişim,Sağlık,Anadolu Üniversitesi,Atatürk Üniversitesi,Selçuk Üniversitesi,Gazi Üniversitesi,Afyon Kocatepe Üniversitesi,HTML,MS Access,Muhasebe,0,0,8,1,11832,29,71
Üretim Elemanı,2650,2020,3350,İşletme,Makine (MYO),Elektrik (MYO),Otomotiv (MYO),Makine,Otomotiv,Üretim / Endüstriyel Ürünler,Gıda,Elektrik & Elektronik,Kimya,Anadolu Üniversitesi,Kocaeli Üniversitesi,Uludağ Üniversitesi,Manisa Celal Bayar Üniversitesi,Sakarya Üniversitesi,AutoCAD,Elektrik/Elektronik,SOLIDWORKS,Üretim,Üretim Elemanı,1029,1,28381,67,33
Üretim Müdürü,7270,3100,11440,Makine Mühendisliği,Gıda Mühendisliği,Kimya Mühendisliği,Kimya,Endüstri Mühendisliği,Gıda,Üretim / Endüstriyel Ürünler,Tekstil,Kimya,Maden ve Metal Sanayi,Anadolu Üniversitesi,Ege Üniversitesi,İstanbul Teknik Üniversitesi (İTÜ),Yıldız Teknik Üniversitesi (YTÜ),Uludağ Üniversitesi,5S,AutoCAD,CAD/CAM,CATIA,ETA,611,516,8098,82,18
Üretim Mühendisi,4150,2160,6150,Makine Mühendisliği,Kimya Mühendisliği,Metalurji ve Malzeme Mühendisliği,Endüstri Mühendisliği,Gıda Mühendisliği,Üretim / Endüstriyel Ürünler,Otomotiv,Maden ve Metal Sanayi,Gıda,Kimya,Sakarya Üniversitesi,Kocaeli Üniversitesi,Ege Üniversitesi,Yıldız Teknik Üniversitesi (YTÜ),Eskişehir Osmangazi Üniversitesi,5S,Ansys,Ansys Workbench,AutoCAD,CAD/CAM,842,2,9061,81,19
Üretim Operatörü,3140,2020,4430,Elektrik (MYO),Makine (MYO),Otomotiv (MYO),İşletme,Makine,Otomotiv,Kimya,Sağlık,Gıda,Üretim / Endüstriyel Ürünler,Anadolu Üniversitesi,Kocaeli Üniversitesi,Uludağ Üniversitesi,Ege Üniversitesi,Sakarya Üniversitesi,AutoCAD,Elektrik/Elektronik,Forklift Operatörü,İşçi Sağlığı ve İş Güvenliği,SOLIDWORKS,200,1,9729,77,23
Üretim Planlama Müdürü,6160,3330,8990,Endüstri Mühendisliği,Makine Mühendisliği,İşletme,Kimya Mühendisliği,Gıda Mühendisliği,Tekstil,Üretim / Endüstriyel Ürünler,Otomotiv,Gıda,Mobilya & Aksesuar,Anadolu Üniversitesi,İstanbul Teknik Üniversitesi (İTÜ),Gazi Üniversitesi,Yıldız Teknik Üniversitesi (YTÜ),İstanbul Üniversitesi (İÜ),5S,Analiz Yöntemleri,AutoCAD,Depo Ve Stok Yönetimi,ERP/MRP sistemleri,83,51,1106,74,26
Üretim Planlama Mühendisi,3850,2110,5590,Endüstri Mühendisliği,Makine Mühendisliği,Metalurji ve Malzeme Mühendisliği,Kimya Mühendisliği,Tekstil Mühendisliği,Üretim / Endüstriyel Ürünler,Otomotiv,Maden ve Metal Sanayi,Tekstil,Kimya,Sakarya Üniversitesi,Eskişehir Osmangazi Üniversitesi,Gazi Üniversitesi,Kocaeli Üniversitesi,Uludağ Üniversitesi,5S,AutoCAD,CANIAS ERP,ERP,İş ve süreç analizi,266,654,3497,54,46
Üretim Planlama Sorumlusu,3670,2480,4860,Endüstri Mühendisliği,İşletme,Makine Mühendisliği,Kimya,Tekstil (MYO),Tekstil,Üretim / Endüstriyel Ürünler,Otomotiv,Kimya,Maden ve Metal Sanayi,Anadolu Üniversitesi,Uludağ Üniversitesi,Sakarya Üniversitesi,Kocaeli Üniversitesi,Selçuk Üniversitesi,2D Autocad,AutoCAD,MRP/ERP uygulamaları,MRP1 (Malzeme İhtiyaç Planlaması),SAP,128,198,3469,57,43
Üretim Planlama Uzmanı,4910,2540,7330,Endüstri Mühendisliği,İşletme,Kimya Mühendisliği,Tekstil Mühendisliği,Makine Mühendisliği,Tekstil,Üretim / Endüstriyel Ürünler,Otomotiv,Maden ve Metal Sanayi,Kimya,Anadolu Üniversitesi,Sakarya Üniversitesi,Kocaeli Üniversitesi,Uludağ Üniversitesi,İstanbul Üniversitesi (İÜ),AutoCAD,Depo Ve Lojistik Yönetimi,ERP/MRP sistemleri,İş ve süreç analizi,MATLAB,82,231,1061,54,46
Üretim Şefi,5600,2090,9110,Makine Mühendisliği,Kimya Mühendisliği,Kimya,Gıda Mühendisliği,Endüstri Mühendisliği,Gıda,Üretim / Endüstriyel Ürünler,Kimya,Maden ve Metal Sanayi,Otomotiv,Ege Üniversitesi,Kocaeli Üniversitesi,Anadolu Üniversitesi,Uludağ Üniversitesi,Yıldız Teknik Üniversitesi (YTÜ),5S,AutoCAD,ERP,ISO 14001,ISO 9001,234,140,3004,86,14
Üretim ve Planlama Mühendisi,4060,2500,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Üroloji / Bevliye Uzmanı,12670,9000,16770,Tıp,Tıbbi Dokümantasyon ve Sekreterlik (MYO),Cerrahi Tıp Bilimleri,İletişim,Büro Yönetimi ve Yönetici Asistanlığı (MYO),Sağlık,Hizmet,Sigortacılık,Ofis / Büro Malzemeleri,Finans - Ekonomi,İstanbul Üniversitesi (İÜ),Ankara Üniversitesi,Ege Üniversitesi,Hacettepe Üniversitesi,Gülhane Askeri Tıp Akademisi,İstatistiksel analiz,0,0,0,0,7,9,205,90,10
Ürün Geliştirme Mühendisi,5370,2500,8720,Makine Mühendisliği,Kimya Mühendisliği,Endüstri Mühendisliği,Metalurji ve Malzeme Mühendisliği,Elektrik/Elektronik Mühendisliği,Otomotiv,Ev Eşyaları,Üretim / Endüstriyel Ürünler,Kimya,Tarım / Ziraat,Yıldız Teknik Üniversitesi (YTÜ),İstanbul Teknik Üniversitesi (İTÜ),Orta Doğu Teknik Üniversitesi (ODTÜ),Kocaeli Üniversitesi,Uludağ Üniversitesi,6 Sigma,Ansys,Ansys Fluent,Ansys Workbench,AutoCAD,62,28,1013,78,22
Ürün Geliştirme Uzmanı,4880,2840,6920,Makine Mühendisliği,Kimya,Endüstri Mühendisliği,Tekstil Mühendisliği,Gıda Mühendisliği,Tekstil,Otomotiv,Finans - Ekonomi,Bilişim,Üretim / Endüstriyel Ürünler,Yıldız Teknik Üniversitesi (YTÜ),Ege Üniversitesi,Orta Doğu Teknik Üniversitesi (ODTÜ),İstanbul Teknik Üniversitesi (İTÜ),Kocaeli Üniversitesi,Adobe Illustrator,Ansys Workbench,AutoCAD,CAD/CAM,CATIA,25,16,395,55,45
